20	20	0
40	20	0
60	20	0
80	20	0
100	20	0
120	20	0
140	20	0
160	20	0
180	20	0
200	20	0
220	20	0
20	40	0
40	40	0
60	40	0
80	40	0
100	40	0
120	40	0
140	40	0
160	40	0
180	40	0
200	40	0
220	40	0
20	60	0
40	60	0
60	60	0
80	60	0
100	60	0
120	60	0
140	60	0
160	60	0
180	60	0
200	60	0
220	60	0
20	80	0
40	80	0
60	80	0
80	80	0
100	80	0
120	80	0
140	80	0
160	80	0
180	80	0
200	80	0
220	80	0
20	100	0
40	100	0
60	100	0
80	100	0
100	100	0
120	100	0
140	100	0
160	100	0
180	100	0
200	100	0
220	100	0
20	120	0
40	120	0
60	120	0
80	120	0
100	120	0
120	120	0
140	120	0
160	120	0
180	120	0
200	120	0
220	120	0
20	140	0
40	140	0
60	140	0
80	140	0
100	140	0
120	140	0
140	140	0
160	140	0
180	140	0
200	140	0
220	140	0
20	160	0
40	160	0
60	160	0
80	160	0
100	160	0
120	160	0
140	160	0
160	160	0
180	160	0
200	160	0
220	160	0
